id	text	label
10035662	ওরে ফজা খাইস না আর গাঁজা বাদ দে খাওয়া বাবা আর ডাইল জনগণ পিটাইবো পারব গাইল	Abusive
10035663	পিনাকী দাদার ভিডিও দেখার জন্য কে কে অপেক্ষা ছিলেন	None
10035664	আপনার এমন এপিসোড এর জন্যই অপেক্ষায় থাকি আপনার দেশের সত্যতা খুঁজে পাই পিনাকীর দাদা আপনাকে অনেক কৃতজ্ঞতা	None
10035665	এটা আসলেই পাগল২য় মানিক	Abusive
10035666	বুকা ছুদা ফযা	Profane
10035667	এইসব তথাকথিত ফজা মুক্তি যুদ্ধা দের আজ মুক্তি যুদ্ধ নিয়ে মানুষের মনে এমন সংশয় ফজা পাগলা কে জয় বাংলা বানিয়ে দেন	Abusive
10035668	ভূয়া মুক্তিযুদ্ধা রাই বেশী যুদ্ধের গল্প বানিয়ে বেশী বকবক করে	None
10035669	ফজা পাগলা ভূয়া	Abusive
10035670	৯ মিনিটে সে তো হিরো সিনেমার	None
10035671	হাঁ হা হা	None
10035672	কোন ভালো মানুষ আওয়ামিলীগ করেনা গোটা আওয়ামিলীগ একজন ভালো মানুষ খুজে পেলাম না আওয়ামিলীগ কোন মুক্তি যুদ্ধা নেই  সব আওয়ামিলীগার ভারতে পালিয়ে গেছে যুদ্ধ করেছে সেনাবাহিনী পুলিশ কৃষক শ্রমিক জনতা  আর সব রাজাকার জামাতে ইসলাম থেকে তৈরী করেছে ৭১ সালে স্বাধীনতার পরে অধিকাংশ জামাতি রাজাকার আওয়ামিলীগ যোগ দিয়েছে এরপরে ৭৬৭৭ সালে বিএনপি দল হওয়ার পারে কিছু রাজাকার বিএনপি তে যোগ দিয়েছে  এতে জামাতের রাজাকারদের সংখ্যা কমে গেছে যত আওয়ামিলীগর আছে অধিকাংশ অসত্যবাদি ফ্রট জুলুমকারী লুটপাটকারি হাসিনার মত	Political Hate
10035673	ফজা পাগলার মুক্তিযুদ্ধের পাছায় বাশ	Abusive
