id	text	label
167	এই হালা আরেক মাদারচোদখানকির ছেলে নোয়াখালীর জন্য কিছুই করেনি	Profane
168	আমরা চায় দেশের উন্নয়ন এই বালে ধনের নোংরা রাজনীতি না	Profane
169	আমেরিকা সবাইকে নিষেধাজ্ঞা দেয় ওদেরকে একটি নিষেধাজ্ঞা দেওয়া যায় কিভাবে	None
170	আপনি বাংলাদেশের নিয়ে কথা বলার আগে একবার প্রশ্ন তুলবেন এই এ করে করা আপনি যত লীগ আছে দেখেন এরা সবাই জুয়ার প্রতিষ্ঠান সামর্থন করে এরা জুয়ার গুলো থেকে কোটি কোটি টাকা গ্রহণ করে তাই জন্য তাদের লীগ এ উন্নত মানের হয় আর যারা উন্নত মানের করে তারা ও এইসব জুয়ারি করে এইসব লীগে বেশি আগ্রহী হয় জুয়ারি প্রতিষ্টান গুলো তাদের আলাদা একটা দে পৃথিবীর একমাত্র লীগ যারা এইসব জুয়ার প্রতিষ্ঠান গুলো থেকে কোনো গ্রহণ করে না দিন শেষে আমার দেশ আমার গর্ব আমার অহংকার নিজের দেশের এক মুটো মাটি আমার জন্য শত কোটি মাঠির চেয়ে ও দামী	None
171	এটা কোন রাজনৈতিক দলের প্রধান এর ভাষা হতে পারে না	Political Hate
172	যত ফালতু মাল	Abusive
173	সংবাদ বলেনানাকি মশকারি করেএই ভাষা কিভাবে ব্যবহার করে	Abusive
174	বাংলাদেশ দুর্নীতি মুক্ত দেশ	None
175	শব সংবাদ এনারাই পায় কারন করেই তো ওরা	None
176	এটা অসংখ্য ভালো বাংলাদেশে চলমান থাকুক আর বেস্সা মহিলা গুলো একটু বুঝুক	Profane
177	আমি তামিমের একজন ভক্ত হিসাবে চাওয়া আজ তামিম ঘৃনাভরে যেন ক্রিকেট কে ত্যাগ করে এবং বিসিবির সভাপতি সহ সকলের মুখোশ উন্মোচন করে দেন	Abusive
